DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2016-2017 Playoffs Season,5/2/17,David West,PF,Golden State,Utah,H,17.6,2,3,0,0,0,0,0,4,4,7,1,1,0,2,4
2016-2017 Playoffs Season,5/2/17,James Michael McAdoo,PF,Golden State,Utah,H,3.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,5/2/17,Matt Barnes,SF,Golden State,Utah,H,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2016-2017 Playoffs Season,5/2/17,Patrick McCaw,SG,Golden State,Utah,H,3.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,5/3/17,Norman Powell,SG,Toronto,Cleveland,R,26.8,3,6,0,1,2,2,1,4,5,2,4,1,3,1,8
2016-2017 Playoffs Season,5/3/17,Patrick Patterson,PF,Toronto,Cleveland,R,17.6,1,3,1,2,0,0,0,2,2,4,0,1,1,0,3
2016-2017 Playoffs Season,5/3/17,Serge Ibaka,PF,Toronto,Cleveland,R,25.8,7,14,0,2,2,2,2,3,5,0,5,1,2,1,16
2016-2017 Playoffs Season,5/3/17,DeMar DeRozan,SG,Toronto,Cleveland,R,31.1,2,11,0,0,1,3,1,2,3,3,1,0,0,0,5
2016-2017 Playoffs Season,5/3/17,Kyle Lowry,PG,Toronto,Cleveland,R,29.5,7,12,2,2,4,5,0,1,1,5,3,0,2,0,20
2016-2017 Playoffs Season,5/3/17,Jonas Valanciunas,C,Toronto,Cleveland,R,20.2,10,13,0,0,3,5,0,5,5,0,1,0,0,0,23
2016-2017 Playoffs Season,5/3/17,PJ Tucker,SF,Toronto,Cleveland,R,15.6,0,3,0,2,0,0,1,2,3,2,3,0,1,0,0
2016-2017 Playoffs Season,5/3/17,Cory Joseph,SG,Toronto,Cleveland,R,25.3,9,14,2,3,2,2,1,5,6,1,3,1,2,1,22
2016-2017 Playoffs Season,5/3/17,DeMarre Carroll,SF,Toronto,Cleveland,R,19,0,6,0,4,0,0,0,1,1,1,0,2,2,1,0
2016-2017 Playoffs Season,5/3/17,Delon Wright,PG,Toronto,Cleveland,R,14.7,2,4,0,1,0,0,0,1,1,2,0,1,0,0,4
2016-2017 Playoffs Season,5/3/17,Pascal Siakam,PF,Toronto,Cleveland,R,6.8,0,2,0,0,0,0,1,0,1,1,1,1,0,0,0
2016-2017 Playoffs Season,5/3/17,Jakob Poeltl,C,Toronto,Cleveland,R,6.2,1,2,0,0,0,0,1,2,3,0,0,0,0,0,2
2016-2017 Playoffs Season,5/3/17,Fred VanVleet,PG,Toronto,Cleveland,R,1.7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2016-2017 Playoffs Season,5/3/17,LeBron James,SF,Cleveland,Toronto,H,36.6,10,14,4,6,15,21,1,5,6,4,3,3,3,2,39
2016-2017 Playoffs Season,5/3/17,Kevin Love,PF,Cleveland,Toronto,H,20.7,4,9,1,4,0,0,1,6,7,1,4,1,4,0,9
2016-2017 Playoffs Season,5/3/17,Tristan Thompson,C,Cleveland,Toronto,H,29.1,4,5,0,0,1,3,3,6,9,2,2,0,0,1,9
2016-2017 Playoffs Season,5/3/17,JR Smith,SG,Cleveland,Toronto,H,31.4,2,4,2,3,0,0,0,3,3,1,1,2,0,1,6
2016-2017 Playoffs Season,5/3/17,Kyrie Irving,PG,Cleveland,Toronto,H,30.4,6,19,3,6,7,7,0,0,0,11,2,2,2,0,22
2016-2017 Playoffs Season,5/3/17,Iman Shumpert,SG,Cleveland,Toronto,H,27.3,6,8,1,2,1,1,0,6,6,1,3,0,1,0,14
2016-2017 Playoffs Season,5/3/17,Channing Frye,C,Cleveland,Toronto,H,17.9,6,9,5,7,1,2,0,5,5,1,4,0,0,0,18
2016-2017 Playoffs Season,5/3/17,Kyle Korver,SG,Cleveland,Toronto,H,19.5,1,4,1,4,0,0,0,3,3,2,0,1,1,0,3
2016-2017 Playoffs Season,5/3/17,Deron Williams,PG,Cleveland,Toronto,H,17.6,2,3,1,1,0,0,1,0,1,5,2,0,3,0,5
2016-2017 Playoffs Season,5/3/17,Richard Jefferson,SF,Cleveland,Toronto,H,6.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2016-2017 Playoffs Season,5/3/17,Dahntay Jones,SF,Cleveland,Toronto,H,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,5/3/17,James Jones,SF,Cleveland,Toronto,H,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-2017 Playoffs Season,5/3/17,Trevor Ariza,SF,Houston,San Antonio,R,32.6,1,5,0,4,0,0,0,5,5,1,4,1,0,0,2
2016-2017 Playoffs Season,5/3/17,Ryan Anderson,PF,Houston,San Antonio,R,35.2,7,9,4,5,0,0,4,4,8,1,0,0,0,0,18
2016-2017 Playoffs Season,5/3/17,Clint Capela,C,Houston,San Antonio,R,24.9,6,8,0,0,2,2,1,2,3,2,1,1,0,2,14
2016-2017 Playoffs Season,5/3/17,Patrick Beverley,SG,Houston,San Antonio,R,29.8,5,13,1,5,1,1,1,1,2,3,4,1,2,0,12
2016-2017 Playoffs Season,5/3/17,James Harden,PG,Houston,San Antonio,R,33.7,3,17,2,9,5,6,1,6,7,10,4,2,4,0,13
2016-2017 Playoffs Season,5/3/17,Nene,C,Houston,San Antonio,R,17.6,4,6,0,0,2,4,1,0,1,1,2,1,1,0,10
2016-2017 Playoffs Season,5/3/17,Eric Gordon,SG,Houston,San Antonio,R,28.5,6,12,3,7,0,0,0,3,3,2,0,1,2,1,15
2016-2017 Playoffs Season,5/3/17,Lou Williams,SG,Houston,San Antonio,R,18.2,2,7,0,1,0,0,0,0,0,0,1,0,2,0,4
2016-2017 Playoffs Season,5/3/17,Montrezl Harrell,PF,Houston,San Antonio,R,3.9,1,1,0,0,1,2,1,0,1,1,1,0,0,0,3
2016-2017 Playoffs Season,5/3/17,Sam Dekker,SF,Houston,San Antonio,R,3.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,5/3/17,Bobby Brown,PG,Houston,San Antonio,R,3.9,2,3,1,2,0,0,0,0,0,0,0,0,0,0,5
2016-2017 Playoffs Season,5/3/17,Isaiah Taylor,PG,Houston,San Antonio,R,3.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2016-2017 Playoffs Season,5/3/17,Troy Williams,SF,Houston,San Antonio,R,3.9,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0
2016-2017 Playoffs Season,5/3/17,Kawhi Leonard,SF,San Antonio,Houston,H,37.7,13,16,3,4,5,5,1,6,7,8,0,3,2,1,34
2016-2017 Playoffs Season,5/3/17,LaMarcus Aldridge,PF,San Antonio,Houston,H,30.1,6,14,0,1,3,4,1,7,8,0,4,0,1,2,15
2016-2017 Playoffs Season,5/3/17,Pau Gasol,C,San Antonio,Houston,H,29.4,3,11,0,3,0,0,6,7,13,3,2,1,0,4,6
2016-2017 Playoffs Season,5/3/17,Danny Green,SG,San Antonio,Houston,H,31.2,5,7,2,4,0,0,0,3,3,3,1,0,2,0,12
2016-2017 Playoffs Season,5/3/17,Tony Parker,PG,San Antonio,Houston,H,25.8,8,13,2,2,0,0,1,2,3,4,1,1,0,0,18
2016-2017 Playoffs Season,5/3/17,David Lee,PF,San Antonio,Houston,H,10.8,2,3,0,0,0,0,2,0,2,2,1,0,0,0,4
2016-2017 Playoffs Season,5/3/17,Patty Mills,PG,San Antonio,Houston,H,20.7,3,5,1,3,0,0,0,3,3,2,2,0,2,0,7
2016-2017 Playoffs Season,5/3/17,Manu Ginobili,SG,San Antonio,Houston,H,18.1,2,7,0,3,2,2,3,2,5,3,2,0,0,0,6
2016-2017 Playoffs Season,5/3/17,Jonathon Simmons,SG,San Antonio,Houston,H,20,5,9,1,3,3,3,0,0,0,1,1,0,0,0,14
2016-2017 Playoffs Season,5/3/17,Kyle Anderson,SG,San Antonio,Houston,H,4.5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
2016-2017 Playoffs Season,5/3/17,Dewayne Dedmon,C,San Antonio,Houston,H,4,1,1,0,0,3,4,1,1,2,0,1,0,0,0,5
2016-2017 Playoffs Season,5/3/17,Dejounte Murray,PG,San Antonio,Houston,H,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,5/3/17,Davis Bertans,PF,San Antonio,Houston,H,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-2017 Playoffs Season,5/4/17,Gerald Green,SG,Boston,Washington,R,25.7,3,8,1,3,1,1,0,3,3,0,3,0,0,0,8
2016-2017 Playoffs Season,5/4/17,Jae Crowder,SF,Boston,Washington,R,25.5,4,10,2,4,4,4,0,7,7,1,3,2,0,0,14
2016-2017 Playoffs Season,5/4/17,Al Horford,C,Boston,Washington,R,27.6,5,8,4,5,2,2,0,2,2,3,4,1,2,1,16
2016-2017 Playoffs Season,5/4/17,Avery Bradley,SG,Boston,Washington,R,28.4,3,8,1,4,0,0,0,2,2,3,2,0,0,0,7
2016-2017 Playoffs Season,5/4/17,Isaiah Thomas,PG,Boston,Washington,R,29.2,3,8,0,2,7,11,0,3,3,4,3,0,2,0,13
2016-2017 Playoffs Season,5/4/17,Marcus Smart,PG,Boston,Washington,R,24.5,2,9,1,4,4,5,2,2,4,2,2,1,8,1,9
2016-2017 Playoffs Season,5/4/17,Jaylen Brown,SF,Boston,Washington,R,18.7,3,9,0,3,0,1,2,1,3,1,3,0,1,0,6
2016-2017 Playoffs Season,5/4/17,Terry Rozier,PG,Boston,Washington,R,9,1,2,0,0,0,0,0,1,1,2,2,0,1,0,2
2016-2017 Playoffs Season,5/4/17,Kelly Olynyk,C,Boston,Washington,R,12,0,3,0,2,1,2,0,1,1,1,1,0,1,0,1
2016-2017 Playoffs Season,5/4/17,Jonas Jerebko,PF,Boston,Washington,R,9.1,1,3,0,2,2,2,1,2,3,0,1,0,0,0,4
2016-2017 Playoffs Season,5/4/17,Tyler Zeller,C,Boston,Washington,R,10.6,0,3,0,0,3,4,0,4,4,1,1,0,0,0,3
2016-2017 Playoffs Season,5/4/17,James Young,SG,Boston,Washington,R,9.9,1,4,1,3,0,0,1,0,1,1,0,0,1,0,3
2016-2017 Playoffs Season,5/4/17,Amir Johnson,PF,Boston,Washington,R,9.9,1,2,0,0,1,1,2,2,4,1,1,0,0,0,3
2016-2017 Playoffs Season,5/4/17,Otto Porter Jr.,SF,Washington,Boston,H,37.8,8,13,0,3,3,4,1,7,8,2,2,3,1,0,19
2016-2017 Playoffs Season,5/4/17,Markieff Morris,PF,Washington,Boston,H,18.6,3,7,0,0,4,4,1,4,5,1,2,1,1,0,10
2016-2017 Playoffs Season,5/4/17,Marcin Gortat,C,Washington,Boston,H,31,6,12,0,0,1,1,4,12,16,2,4,0,3,1,13
2016-2017 Playoffs Season,5/4/17,Bradley Beal,SG,Washington,Boston,H,25.7,4,12,1,4,2,2,3,0,3,3,4,0,0,1,11
2016-2017 Playoffs Season,5/4/17,John Wall,PG,Washington,Boston,H,33.7,7,19,1,5,9,10,1,0,1,8,1,3,1,1,24
2016-2017 Playoffs Season,5/4/17,Bojan Bogdanovic,SF,Washington,Boston,H,29.4,6,12,4,7,3,4,2,8,10,2,2,0,0,0,19
2016-2017 Playoffs Season,5/4/17,Brandon Jennings,PG,Washington,Boston,H,14.7,2,5,0,2,0,0,0,2,2,2,2,0,1,0,4
2016-2017 Playoffs Season,5/4/17,Kelly Oubre Jr.,SF,Washington,Boston,H,5.2,1,2,0,1,0,0,0,0,0,0,2,0,1,0,2
2016-2017 Playoffs Season,5/4/17,Ian Mahinmi,C,Washington,Boston,H,9.6,1,1,0,0,0,0,0,1,1,1,3,0,1,2,2
2016-2017 Playoffs Season,5/4/17,Tomas Satoransky,SG,Washington,Boston,H,12,1,3,0,0,0,0,1,2,3,2,0,0,0,0,2
2016-2017 Playoffs Season,5/4/17,Trey Burke,PG,Washington,Boston,H,9.9,0,2,0,1,0,0,0,0,0,3,2,0,0,0,0
2016-2017 Playoffs Season,5/4/17,Jason Smith,C,Washington,Boston,H,7.3,1,1,0,0,0,0,0,1,1,0,2,0,0,0,2
2016-2017 Playoffs Season,5/4/17,Sheldon McClellan,SG,Washington,Boston,H,5.1,3,3,2,2,0,0,0,0,0,0,0,0,0,0,8
2016-2017 Playoffs Season,5/4/17,Gordon Hayward,SF,Utah,Golden State,R,40.2,11,21,3,8,8,9,0,5,5,4,4,1,2,0,33
2016-2017 Playoffs Season,5/4/17,Joe Johnson,SF,Utah,Golden State,R,30.1,3,8,2,4,0,0,0,0,0,3,1,0,1,0,8
2016-2017 Playoffs Season,5/4/17,Rudy Gobert,C,Utah,Golden State,R,36.9,8,12,0,0,0,1,3,13,16,0,6,1,1,1,16
2016-2017 Playoffs Season,5/4/17,Joe Ingles,SF,Utah,Golden State,R,21.1,1,5,1,2,0,0,0,4,4,1,2,2,3,0,3
2016-2017 Playoffs Season,5/4/17,Shelvin Mack,PG,Utah,Golden State,R,30.7,4,11,3,5,3,4,1,2,3,4,4,2,3,0,14
2016-2017 Playoffs Season,5/4/17,Rodney Hood,SG,Utah,Golden State,R,35,4,13,0,5,0,0,0,3,3,2,2,1,2,0,8
2016-2017 Playoffs Season,5/4/17,Raul Neto,PG,Utah,Golden State,R,9,1,2,1,2,2,2,0,0,0,2,0,1,0,0,5
2016-2017 Playoffs Season,5/4/17,Boris Diaw,PF,Utah,Golden State,R,12.5,3,5,1,2,0,0,0,2,2,1,0,0,0,0,7
2016-2017 Playoffs Season,5/4/17,Derrick Favors,PF,Utah,Golden State,R,10.8,1,1,0,0,1,2,1,4,5,0,0,0,0,1,3
2016-2017 Playoffs Season,5/4/17,Dante Exum,PG,Utah,Golden State,R,14,2,6,1,4,2,2,0,1,1,2,4,1,2,0,7
2016-2017 Playoffs Season,5/4/17,Kevin Durant,SF,Golden State,Utah,H,36,6,13,0,4,13,15,0,11,11,7,2,1,1,1,25
2016-2017 Playoffs Season,5/4/17,Draymond Green,PF,Golden State,Utah,H,35.5,7,13,5,8,2,3,1,6,7,6,3,4,4,1,21
2016-2017 Playoffs Season,5/4/17,Zaza Pachulia,C,Golden State,Utah,H,9,1,1,0,0,0,0,0,2,2,0,0,0,0,0,2
2016-2017 Playoffs Season,5/4/17,Klay Thompson,SG,Golden State,Utah,H,36,6,13,2,4,0,0,1,5,6,6,2,2,1,0,14
2016-2017 Playoffs Season,5/4/17,Stephen Curry,PG,Golden State,Utah,H,38.2,8,15,5,8,2,2,1,3,4,7,3,2,3,0,23
2016-2017 Playoffs Season,5/4/17,Andre Iguodala,SF,Golden State,Utah,H,34.2,5,12,0,3,0,0,1,4,5,4,3,1,3,1,10
2016-2017 Playoffs Season,5/4/17,JaVale McGee,C,Golden State,Utah,H,9.2,2,3,0,0,0,0,2,0,2,0,3,0,1,0,4
2016-2017 Playoffs Season,5/4/17,Shaun Livingston,PG,Golden State,Utah,H,15,1,3,0,0,0,0,0,2,2,2,1,0,2,0,2
2016-2017 Playoffs Season,5/4/17,James Michael McAdoo,PF,Golden State,Utah,H,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,5/4/17,Ian Clark,SG,Golden State,Utah,H,9.2,3,6,2,4,0,0,0,1,1,0,1,0,2,0,8
2016-2017 Playoffs Season,5/4/17,David West,PF,Golden State,Utah,H,14.7,2,5,0,0,0,0,3,4,7,0,1,1,0,1,4
2016-2017 Playoffs Season,5/4/17,Patrick McCaw,SG,Golden State,Utah,H,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,5/4/17,Matt Barnes,SF,Golden State,Utah,H,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2
2016-2017 Playoffs Season,5/5/17,LeBron James,SF,Cleveland,Toronto,R,40.6,9,16,2,4,15,16,0,8,8,7,1,1,5,0,35
2016-2017 Playoffs Season,5/5/17,Kevin Love,PF,Cleveland,Toronto,R,31.7,6,9,1,1,3,4,1,12,13,0,2,0,4,1,16
2016-2017 Playoffs Season,5/5/17,Tristan Thompson,C,Cleveland,Toronto,R,37.5,3,6,0,0,3,5,4,8,12,0,2,0,0,1,9
2016-2017 Playoffs Season,5/5/17,JR Smith,SG,Cleveland,Toronto,R,17.4,3,5,3,5,0,0,0,1,1,0,5,0,2,1,9
2016-2017 Playoffs Season,5/5/17,Kyrie Irving,PG,Cleveland,Toronto,R,31.7,7,21,1,5,1,1,1,4,5,4,1,0,1,0,16
2016-2017 Playoffs Season,5/5/17,Channing Frye,C,Cleveland,Toronto,R,10.5,1,1,1,1,0,0,0,2,2,0,0,0,0,1,3
2016-2017 Playoffs Season,5/5/17,Iman Shumpert,SG,Cleveland,Toronto,R,26,1,5,0,0,2,2,2,2,4,2,4,1,0,0,4
2016-2017 Playoffs Season,5/5/17,Deron Williams,PG,Cleveland,Toronto,R,16.5,2,4,0,0,0,0,0,1,1,2,2,0,3,0,4
2016-2017 Playoffs Season,5/5/17,Kyle Korver,SG,Cleveland,Toronto,R,21.2,5,7,4,6,0,0,0,3,3,0,2,0,0,2,14
2016-2017 Playoffs Season,5/5/17,Derrick Williams,SF,Cleveland,Toronto,R,3.5,2,2,1,1,0,0,0,0,0,0,0,0,1,0,5
2016-2017 Playoffs Season,5/5/17,Dahntay Jones,SF,Cleveland,Toronto,R,1.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-2017 Playoffs Season,5/5/17,James Jones,SF,Cleveland,Toronto,R,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,5/5/17,Norman Powell,SG,Toronto,Cleveland,H,36,6,19,1,7,0,0,0,3,3,2,3,2,2,0,13
2016-2017 Playoffs Season,5/5/17,Serge Ibaka,PF,Toronto,Cleveland,H,35.4,6,14,0,3,0,0,0,2,2,0,4,0,0,2,12
2016-2017 Playoffs Season,5/5/17,Jonas Valanciunas,C,Toronto,Cleveland,H,33.3,8,10,0,0,3,4,1,7,8,0,3,0,1,0,19
2016-2017 Playoffs Season,5/5/17,DeMar DeRozan,SG,Toronto,Cleveland,H,40.4,12,23,0,0,13,13,0,2,2,3,3,3,0,0,37
2016-2017 Playoffs Season,5/5/17,Cory Joseph,SG,Toronto,Cleveland,H,33.3,2,12,0,4,0,0,0,3,3,6,2,1,0,1,4
2016-2017 Playoffs Season,5/5/17,PJ Tucker,SF,Toronto,Cleveland,H,18.9,2,4,1,2,0,0,0,5,5,1,4,1,0,0,5
2016-2017 Playoffs Season,5/5/17,Patrick Patterson,PF,Toronto,Cleveland,H,20.4,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
2016-2017 Playoffs Season,5/5/17,Delon Wright,PG,Toronto,Cleveland,H,12.4,1,2,0,1,0,0,0,0,0,3,0,2,1,0,2
2016-2017 Playoffs Season,5/5/17,DeMarre Carroll,SF,Toronto,Cleveland,H,4.3,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
2016-2017 Playoffs Season,5/5/17,Fred VanVleet,PG,Toronto,Cleveland,H,5.8,1,2,0,1,0,0,0,0,0,1,0,0,0,0,2
2016-2017 Playoffs Season,5/5/17,Kawhi Leonard,SF,San Antonio,Houston,R,41.1,9,20,2,3,6,8,3,7,10,7,4,1,3,0,26
2016-2017 Playoffs Season,5/5/17,LaMarcus Aldridge,PF,San Antonio,Houston,R,38.2,12,20,0,2,2,3,2,5,7,2,1,0,1,4,26
2016-2017 Playoffs Season,5/5/17,Pau Gasol,C,San Antonio,Houston,R,31.2,4,8,1,1,3,4,3,6,9,4,3,0,4,2,12
2016-2017 Playoffs Season,5/5/17,Danny Green,SG,San Antonio,Houston,R,35.3,4,6,3,5,0,0,1,2,3,3,3,0,2,2,11
2016-2017 Playoffs Season,5/5/17,Dejounte Murray,PG,San Antonio,Houston,R,14.3,1,5,0,1,0,0,0,2,2,0,2,1,2,0,2
2016-2017 Playoffs Season,5/5/17,Patty Mills,PG,San Antonio,Houston,R,30.2,4,14,2,10,5,5,0,5,5,2,2,2,3,0,15
2016-2017 Playoffs Season,5/5/17,Manu Ginobili,SG,San Antonio,Houston,R,16.2,0,3,0,1,0,0,0,5,5,2,1,1,2,0,0
2016-2017 Playoffs Season,5/5/17,David Lee,PF,San Antonio,Houston,R,16.5,2,2,0,0,0,0,0,1,1,2,0,1,1,0,4
2016-2017 Playoffs Season,5/5/17,Jonathon Simmons,SG,San Antonio,Houston,R,15,3,8,1,2,0,0,3,3,6,1,1,1,2,0,7
2016-2017 Playoffs Season,5/5/17,Kyle Anderson,SG,San Antonio,Houston,R,2.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2016-2017 Playoffs Season,5/5/17,Trevor Ariza,SF,Houston,San Antonio,H,45.7,6,15,5,12,0,0,2,3,5,5,1,1,2,0,17
2016-2017 Playoffs Season,5/5/17,Ryan Anderson,PF,Houston,San Antonio,H,29.4,0,4,0,4,2,2,0,1,1,0,2,1,1,0,2
2016-2017 Playoffs Season,5/5/17,Clint Capela,C,Houston,San Antonio,H,31.9,6,9,0,0,0,0,5,11,16,3,3,0,1,5,12
2016-2017 Playoffs Season,5/5/17,Patrick Beverley,SG,Houston,San Antonio,H,33,3,13,1,5,1,1,3,4,7,0,5,4,1,1,8
2016-2017 Playoffs Season,5/5/17,James Harden,PG,Houston,San Antonio,H,40,14,28,5,13,10,11,1,1,2,5,4,3,5,0,43
2016-2017 Playoffs Season,5/5/17,Nene,C,Houston,San Antonio,H,16.1,0,5,0,0,1,2,2,1,3,1,1,0,1,1,1
2016-2017 Playoffs Season,5/5/17,Eric Gordon,SG,Houston,San Antonio,H,33.4,3,10,1,4,2,2,1,3,4,3,1,2,2,0,9
2016-2017 Playoffs Season,5/5/17,Lou Williams,SG,Houston,San Antonio,H,10.6,0,4,0,1,0,0,0,1,1,0,1,1,1,0,0
2016-2017 Playoffs Season,5/6/17,Kevin Durant,SF,Golden State,Utah,R,39,15,26,4,8,4,4,2,11,13,1,4,1,2,1,38
2016-2017 Playoffs Season,5/6/17,Draymond Green,PF,Golden State,Utah,R,37.7,4,8,0,3,1,3,0,10,10,5,3,1,0,1,9
2016-2017 Playoffs Season,5/6/17,Zaza Pachulia,C,Golden State,Utah,R,12.5,3,5,0,0,1,1,2,2,4,1,2,0,0,1,7
2016-2017 Playoffs Season,5/6/17,Klay Thompson,SG,Golden State,Utah,R,39,1,9,0,4,4,4,0,1,1,0,3,1,0,0,6
2016-2017 Playoffs Season,5/6/17,Stephen Curry,PG,Golden State,Utah,R,36.5,6,20,3,11,8,9,0,5,5,4,2,0,0,0,23
2016-2017 Playoffs Season,5/6/17,JaVale McGee,C,Golden State,Utah,R,12.1,1,3,0,0,0,0,2,5,7,0,4,0,0,1,2
2016-2017 Playoffs Season,5/6/17,Andre Iguodala,SF,Golden State,Utah,R,27.4,4,7,2,3,1,2,1,3,4,2,1,0,2,0,11
2016-2017 Playoffs Season,5/6/17,Shaun Livingston,PG,Golden State,Utah,R,11.9,0,2,0,0,0,0,0,3,3,1,0,0,1,0,0
2016-2017 Playoffs Season,5/6/17,David West,PF,Golden State,Utah,R,16.9,2,2,0,0,0,0,0,3,3,3,0,0,1,0,4
2016-2017 Playoffs Season,5/6/17,Ian Clark,SG,Golden State,Utah,R,7.1,1,2,0,1,0,0,1,0,1,0,1,0,1,0,2
2016-2017 Playoffs Season,5/6/17,Gordon Hayward,SF,Utah,Golden State,H,41.9,7,18,2,6,13,14,0,2,2,6,0,0,3,0,29
2016-2017 Playoffs Season,5/6/17,Boris Diaw,PF,Utah,Golden State,H,26.3,5,12,0,1,0,0,0,5,5,1,4,1,0,0,10
2016-2017 Playoffs Season,5/6/17,Rudy Gobert,C,Utah,Golden State,H,38.9,7,8,0,0,7,15,3,12,15,4,2,0,0,2,21
2016-2017 Playoffs Season,5/6/17,Joe Ingles,SF,Utah,Golden State,H,28.6,4,6,2,3,0,0,0,5,5,0,3,2,1,1,10
2016-2017 Playoffs Season,5/6/17,Shelvin Mack,PG,Utah,Golden State,H,37.1,3,11,1,2,4,5,1,3,4,5,3,1,3,0,11
2016-2017 Playoffs Season,5/6/17,Rodney Hood,SG,Utah,Golden State,H,32.1,1,8,1,4,0,0,0,3,3,3,3,0,0,0,3
2016-2017 Playoffs Season,5/6/17,Joe Johnson,SF,Utah,Golden State,H,24.2,3,12,1,5,0,0,0,6,6,0,2,0,1,0,7
2016-2017 Playoffs Season,5/6/17,Raul Neto,PG,Utah,Golden State,H,2.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-2017 Playoffs Season,5/6/17,Derrick Favors,PF,Utah,Golden State,H,6.2,0,1,0,0,0,0,1,1,2,0,2,1,0,0,0
2016-2017 Playoffs Season,5/6/17,Dante Exum,PG,Utah,Golden State,H,2.7,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0
2016-2017 Playoffs Season,5/7/17,LeBron James,SF,Cleveland,Toronto,R,46.2,11,22,5,12,8,9,1,8,9,6,1,0,6,1,35
2016-2017 Playoffs Season,5/7/17,Kevin Love,PF,Cleveland,Toronto,R,33.7,2,7,1,4,0,0,0,5,5,2,2,1,0,0,5
2016-2017 Playoffs Season,5/7/17,Tristan Thompson,C,Cleveland,Toronto,R,31.7,3,5,0,0,0,0,3,4,7,1,3,1,2,0,6
2016-2017 Playoffs Season,5/7/17,JR Smith,SG,Cleveland,Toronto,R,21.3,1,6,1,6,0,0,0,1,1,1,2,1,0,1,3
2016-2017 Playoffs Season,5/7/17,Kyrie Irving,PG,Cleveland,Toronto,R,40.4,10,24,2,6,5,5,1,4,5,9,1,4,1,1,27
2016-2017 Playoffs Season,5/7/17,Channing Frye,C,Cleveland,Toronto,R,11.8,4,5,2,3,0,0,0,0,0,0,1,0,1,0,10
2016-2017 Playoffs Season,5/7/17,Iman Shumpert,SG,Cleveland,Toronto,R,11.8,0,1,0,1,0,0,0,3,3,0,1,0,0,1,0
2016-2017 Playoffs Season,5/7/17,Deron Williams,PG,Cleveland,Toronto,R,14.4,2,4,1,3,0,0,0,1,1,4,0,2,0,0,5
2016-2017 Playoffs Season,5/7/17,Kyle Korver,SG,Cleveland,Toronto,R,28.7,6,8,4,6,2,2,0,5,5,1,0,0,0,1,18
2016-2017 Playoffs Season,5/7/17,PJ Tucker,SF,Toronto,Cleveland,H,46,5,11,4,7,0,0,4,8,12,1,2,4,1,0,14
2016-2017 Playoffs Season,5/7/17,Serge Ibaka,PF,Toronto,Cleveland,H,34.7,10,18,2,6,1,1,0,2,2,1,3,0,0,0,23
2016-2017 Playoffs Season,5/7/17,Jonas Valanciunas,C,Toronto,Cleveland,H,25.5,4,11,0,1,0,0,1,4,5,0,1,1,0,3,8
2016-2017 Playoffs Season,5/7/17,DeMar DeRozan,SG,Toronto,Cleveland,H,45.9,8,18,0,2,6,9,1,3,4,8,4,0,4,0,22
2016-2017 Playoffs Season,5/7/17,Cory Joseph,SG,Toronto,Cleveland,H,40.1,8,11,1,1,3,3,0,6,6,12,2,1,2,0,20
2016-2017 Playoffs Season,5/7/17,Fred VanVleet,PG,Toronto,Cleveland,H,7.9,1,2,1,2,0,0,0,0,0,1,2,0,1,0,3
2016-2017 Playoffs Season,5/7/17,Norman Powell,SG,Toronto,Cleveland,H,23.9,3,10,2,8,2,2,3,3,6,1,3,0,3,0,10
2016-2017 Playoffs Season,5/7/17,Patrick Patterson,PF,Toronto,Cleveland,H,10.2,0,2,0,2,0,0,0,1,1,3,0,1,1,0,0
